sample_pk,biosample_id,biosample_link,sample_id,sample_type,sra_sample,sample_link,sample_xml_link,current_land,current_vegetation,env_feature,env_feature_id,envo_term_iri_env_feature_link,envo_biome_term,envo_biome_id,envo_biome_link,elevation,elevation_unit,ph,ph_meth,tot_nitro,tot_n_meth,tot_org_c,tot_org_c_meth,sampl_collect_device,estimated_size,estimated_size_curated,estimated_size_unit,isol_growth_condt,collection_date,collection_year,propagation,sampl_size,env_material,num_replicons,depth_value,depth_unit,horizon,sample_location_original,sample_location_country,location_split2,location_split3,country_geonames_continent,country_parent,country_geoname_pref_en,country_geonamesname,country_geoname_abbrev,country_geoname_url,country_geoname_id,sample_coordinates_original,sample_lat_dec,sample_lon_dec,location_curation_term,margin_error_value_i,lat_corrected_label_i,lon_corrected_label_i,lat_corrected_value_i,lon_corrected_value_i
MDDBSRS000098,SAMN02864358,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864358,AV123,soil,SRS651174,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651174,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651174&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,montane grassland biome,ENVO:01000194,http://purl.obolibrary.org/obo/ENVO_01000194,99.99,meter,3.51,KCl extraction,11.14317346,isotope spectrometer for total N,187.12017190,isotope spectrometer for total C,2500,2 g,2.00,gram,natural,2011,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Colombia:Murillo,Colombia,Murillo,,South America,South America,Colombia,Republic of Colombia,CO,http://www.geonames.org/3686110/republic-of-colombia.html,3686110,4.867 N 75.25 W,4.86700000,-75.25000000,Colombia Murillo,0.0010,Yes,Yes,3.80419000,-74.94281000
MDDBSRS000099,SAMN02864359,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864359,AV124,soil,SRS651176,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651176,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651176&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,tropical moist broadleaf forest biome,ENVO:01000228,http://purl.obolibrary.org/obo/ENVO_01000228,99.99,meter,3.20,KCl extraction,18.54093954,isotope spectrometer for total N,344.86375260,isotope spectrometer for total C,2500,2 g,2.00,gram,natural,2011,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Colombia:Murillo,Colombia,Murillo,,South America,South America,Colombia,Republic of Colombia,CO,http://www.geonames.org/3686110/republic-of-colombia.html,3686110,4.867 N 75.133 W,4.86700000,-75.13300000,Colombia Murillo,0.0010,Yes,Yes,3.80419000,-74.94281000
MDDBSRS000100,SAMN02864360,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864360,AV125,soil,SRS651177,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651177,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651177&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,tropical moist broadleaf forest biome,ENVO:01000228,http://purl.obolibrary.org/obo/ENVO_01000228,99.99,meter,3.56,KCl extraction,12.64931071,isotope spectrometer for total N,253.90190610,isotope spectrometer for total C,2500,2 g,2.00,gram,natural,2011,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Colombia:Murillo,Colombia,Murillo,,South America,South America,Colombia,Republic of Colombia,CO,http://www.geonames.org/3686110/republic-of-colombia.html,3686110,4.867 N 75.167 W,4.86700000,-75.16700000,Colombia Murillo,0.0010,Yes,Yes,3.80419000,-74.94281000
MDDBSRS000101,SAMN02864348,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864348,AV113,soil,SRS651165,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651165,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651165&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,tropical moist broadleaf forest biome,ENVO:01000228,http://purl.obolibrary.org/obo/ENVO_01000228,99.99,meter,2.5,KCl extraction,11.54190031,isotope spectrometer for total N,217.2695179,isotope spectrometer for total C,2500,2 g,2,gram,natural,2011,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Colombia:Nico:Pena Roja,Colombia,Nico,Pena Roja,South America,South America,Colombia,Republic of Colombia,CO,http://www.geonames.org/3686110/republic-of-colombia.html,3686110,-72.438,-72.438,0,Colombia Nico,0.001,Yes,Yes,4.650331,-74.055514
MDDBSRS000102,SAMN02864338,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864338,AV103,soil,SRS651155,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651155,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651155&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,tropical moist broadleaf forest biome,ENVO:01000228,http://purl.obolibrary.org/obo/ENVO_01000228,99.99,meter,2.43,KCl extraction,15.84105379,isotope spectrometer for total N,292.1257864,isotope spectrometer for total C,2500,2 g,2,gram,natural,2011,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Colombia:Pena Roja,Colombia,Pena Roja,,South America,South America,Colombia,Republic of Colombia,CO,http://www.geonames.org/3686110/republic-of-colombia.html,3686110,-72.438,-72.438,0,Colombia Pena Roja,0.001,Yes,Yes,-0.02077,-74.23945
MDDBSRS000103,SAMN02864346,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864346,AV111,soil,SRS651163,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651163,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651163&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,tropical moist broadleaf forest biome,ENVO:01000228,http://purl.obolibrary.org/obo/ENVO_01000228,99.99,meter,2.46,KCl extraction,19.68773494,isotope spectrometer for total N,400.9262829,isotope spectrometer for total C,2500,2 g,2,gram,natural,2011,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Colombia:Pena Roja,Colombia,Pena Roja,,South America,South America,Colombia,Republic of Colombia,CO,http://www.geonames.org/3686110/republic-of-colombia.html,3686110,-72.4379,-72.4379,0,Colombia Pena Roja,0.001,Yes,Yes,-0.02077,-74.23945
MDDBSRS000104,SAMN02864336,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864336,AV101,soil,SRS651153,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651153,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651153&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,tropical moist broadleaf forest biome,ENVO:01000228,http://purl.obolibrary.org/obo/ENVO_01000228,99.99,meter,2.65,KCl extraction,7.40282135,isotope spectrometer for total N,141.5855122,isotope spectrometer for total C,2500,2 g,2,gram,natural,2011,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Colombia:Puerto Santana:Cascada,Colombia,Puerto Santana,Cascada,South America,South America,Colombia,Republic of Colombia,CO,http://www.geonames.org/3686110/republic-of-colombia.html,3686110,-72.6166,-72.6166,0,Colombia Puerto Santana Cascada,0.001,Yes,Yes,33.7454725,-117.867653
MDDBSRS000105,SAMN02864345,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864345,AV110,soil,SRS651162,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651162,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651162&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,tropical moist broadleaf forest biome,ENVO:01000228,http://purl.obolibrary.org/obo/ENVO_01000228,99.99,meter,2.89,KCl extraction,6.77591609,isotope spectrometer for total N,114.3821617,isotope spectrometer for total C,2500,2 g,2,gram,natural,2011,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Colombia:Puerto Santana:Cascada,Colombia,Puerto Santana,Cascada,South America,South America,Colombia,Republic of Colombia,CO,http://www.geonames.org/3686110/republic-of-colombia.html,3686110,-72.6166,-72.6166,0,Colombia Puerto Santana Cascada,0.001,Yes,Yes,33.7454725,-117.867653
MDDBSRS000106,SAMN02864337,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864337,AV102,soil,SRS651154,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651154,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651154&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,tropical moist broadleaf forest biome,ENVO:01000228,http://purl.obolibrary.org/obo/ENVO_01000228,99.99,meter,2.6,KCl extraction,15.00397663,isotope spectrometer for total N,289.3761888,isotope spectrometer for total C,2500,2 g,2,gram,natural,2011,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Colombia:Puerto Santana:Chorro,Colombia,Puerto Santana,Chorro,South America,South America,Colombia,Republic of Colombia,CO,http://www.geonames.org/3686110/republic-of-colombia.html,3686110,-72.6046,-72.6046,0,Colombia Puerto Santana Chorro,0.001,Yes,Yes,-2.1790913,-79.8762335
MDDBSRS000107,SAMN02864344,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864344,AV109,soil,SRS651161,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651161,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651161&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,tropical moist broadleaf forest biome,ENVO:01000228,http://purl.obolibrary.org/obo/ENVO_01000228,99.99,meter,2.77,KCl extraction,9.85567228,isotope spectrometer for total N,191.0451185,isotope spectrometer for total C,2500,2 g,2,gram,natural,2011,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Colombia:Puerto Santana:Loma,Colombia,Puerto Santana,Loma,South America,South America,Colombia,Republic of Colombia,CO,http://www.geonames.org/3686110/republic-of-colombia.html,3686110,-72.6161,-72.6161,0,Colombia Puerto Santana Loma,0.001,Yes,Yes,11.142712,-74.1150194
MDDBSRS000108,SAMN02864343,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864343,AV108,soil,SRS651160,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651160,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651160&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,tropical moist broadleaf forest biome,ENVO:01000228,http://purl.obolibrary.org/obo/ENVO_01000228,99.99,meter,2.56,KCl extraction,14.68037535,isotope spectrometer for total N,292.4899767,isotope spectrometer for total C,2500,2 g,2,gram,natural,2011,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Colombia:Puerto Santana:Quebrada,Colombia,Puerto Santana,Quebrada,South America,South America,Colombia,Republic of Colombia,CO,http://www.geonames.org/3686110/republic-of-colombia.html,3686110,-72.6048,-72.6048,0,Colombia Puerto Santana,0.001,Yes,Yes,6.05724,-73.48223
MDDBSRS000109,SAMN02864361,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864361,AV126,soil,SRS651178,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651178,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651178&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,tropical moist broadleaf forest biome,ENVO:01000228,http://purl.obolibrary.org/obo/ENVO_01000228,99.99,meter,2.76,KCl extraction,19.28736437,isotope spectrometer for total N,386.9741269,isotope spectrometer for total C,2500,2 g,2,gram,natural,2011,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Colombia:Santa Rosa de Osos,Colombia,Santa Rosa de Osos,,South America,South America,Colombia,Republic of Colombia,CO,http://www.geonames.org/3686110/republic-of-colombia.html,3686110,6.7533 N 75.4917 W,6.7533,-75.4917,Colombia Santa Rosa de Osos,0.001,Yes,Yes,6.648271,-75.460901
MDDBSRS000110,SAMN02864362,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864362,AV127,soil,SRS651179,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651179,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651179&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,tropical moist broadleaf forest biome,ENVO:01000228,http://purl.obolibrary.org/obo/ENVO_01000228,99.99,meter,2.8,KCl extraction,17.19807861,isotope spectrometer for total N,374.8061948,isotope spectrometer for total C,2500,2 g,2,gram,natural,2011,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Colombia:Santa Rosa de Osos,Colombia,Santa Rosa de Osos,,South America,South America,Colombia,Republic of Colombia,CO,http://www.geonames.org/3686110/republic-of-colombia.html,3686110,6.705 N 75.4667 W,6.705,-75.4667,Colombia Santa Rosa de Osos,0.001,Yes,No,6.648271,-75.4667
MDDBSRS000111,SAMN02864363,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864363,AV128,soil,SRS651180,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651180,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651180&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,tropical moist broadleaf forest biome,ENVO:01000228,http://purl.obolibrary.org/obo/ENVO_01000228,99.99,meter,2.62,KCl extraction,21.07926205,isotope spectrometer for total N,398.2447729,isotope spectrometer for total C,2500,2 g,2,gram,natural,2011,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Colombia:Santa Rosa de Osos,Colombia,Santa Rosa de Osos,,South America,South America,Colombia,Republic of Colombia,CO,http://www.geonames.org/3686110/republic-of-colombia.html,3686110,6.7017 N 75.4717 W,6.7017,-75.4717,Colombia Santa Rosa de Osos,0.001,Yes,No,6.648271,-75.4717
MDDBSRS000112,SAMN02864350,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864350,AV115,soil,SRS651167,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651167,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651167&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,tropical moist broadleaf forest biome,ENVO:01000228,http://purl.obolibrary.org/obo/ENVO_01000228,99.99,meter,2.62,KCl extraction,16.26567139,isotope spectrometer for total N,350.8173492,isotope spectrometer for total C,2500,2 g,2,gram,natural,2011,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Colombia:Varillal:El Zafire,Colombia,Varillal,El Zafire,South America,South America,Colombia,Republic of Colombia,CO,http://www.geonames.org/3686110/republic-of-colombia.html,3686110,-73.9047,-73.9047,0,Colombia Varillal,0.001,Yes,Yes,-3.8946256,-73.3531852
MDDBSRS000113,SAMN02864351,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864351,AV116,soil,SRS651168,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651168,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651168&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,tropical moist broadleaf forest biome,ENVO:01000228,http://purl.obolibrary.org/obo/ENVO_01000228,99.99,meter,2.66,KCl extraction,6.51376598,isotope spectrometer for total N,136.7290233,isotope spectrometer for total C,2500,2 g,2,gram,natural,2011,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Colombia:Varillal:El Zafire,Colombia,Varillal,El Zafire,South America,South America,Colombia,Republic of Colombia,CO,http://www.geonames.org/3686110/republic-of-colombia.html,3686110,-73.9061,-73.9061,0,Colombia Varillal,0.001,Yes,Yes,-3.8946256,-73.3531852
MDDBSRS000114,SAMN02864352,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864352,AV117,soil,SRS651169,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651169,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651169&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,tropical moist broadleaf forest biome,ENVO:01000228,http://purl.obolibrary.org/obo/ENVO_01000228,99.99,meter,2.64,KCl extraction,6.47193863,isotope spectrometer for total N,154.9060917,isotope spectrometer for total C,2500,2 g,2,gram,natural,2011,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Colombia:Varillal:El Zafire,Colombia,Varillal,El Zafire,South America,South America,Colombia,Republic of Colombia,CO,http://www.geonames.org/3686110/republic-of-colombia.html,3686110,-73.907,-73.907,0,Colombia Varillal,0.001,Yes,Yes,-3.8946256,-73.3531852
MDDBSRS000115,SAMN02864353,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864353,AV118,soil,SRS651170,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651170,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651170&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,tropical moist broadleaf forest biome,ENVO:01000228,http://purl.obolibrary.org/obo/ENVO_01000228,99.99,meter,2.87,KCl extraction,13.38485809,isotope spectrometer for total N,307.1022106,isotope spectrometer for total C,2500,2 g,2,gram,natural,2011,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Colombia:Varillal:El Zafire,Colombia,Varillal,El Zafire,South America,South America,Colombia,Republic of Colombia,CO,http://www.geonames.org/3686110/republic-of-colombia.html,3686110,-73.9097,-73.9097,0,Colombia Varillal,0.001,Yes,Yes,-3.8946256,-73.3531852
MDDBSRS000116,SAMN02864354,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864354,AV119,soil,SRS651171,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651171,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651171&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,tropical moist broadleaf forest biome,ENVO:01000228,http://purl.obolibrary.org/obo/ENVO_01000228,99.99,meter,2.68,KCl extraction,14.36541161,isotope spectrometer for total N,327.5582355,isotope spectrometer for total C,2500,2 g,2,gram,natural,2011,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Colombia:Varillal:El Zafire,Colombia,Varillal,El Zafire,South America,South America,Colombia,Republic of Colombia,CO,http://www.geonames.org/3686110/republic-of-colombia.html,3686110,-73.883,-73.883,0,Colombia Varillal,0.001,Yes,Yes,-3.8946256,-73.3531852
MDDBSRS000117,SAMN02864355,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864355,AV120,soil,SRS651172,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651172,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651172&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,tropical moist broadleaf forest biome,ENVO:01000228,http://purl.obolibrary.org/obo/ENVO_01000228,99.99,meter,2.74,KCl extraction,9.25123674,isotope spectrometer for total N,172.0702323,isotope spectrometer for total C,2500,2 g,2,gram,natural,2011,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Colombia:Varillal:El Zafire,Colombia,Varillal,El Zafire,South America,South America,Colombia,Republic of Colombia,CO,http://www.geonames.org/3686110/republic-of-colombia.html,3686110,-73.8944,-73.8944,0,Colombia Varillal,0.001,Yes,Yes,-3.8946256,-73.3531852
MDDBSRS000118,SAMN02864356,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864356,AV121,soil,SRS651173,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651173,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651173&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,tropical moist broadleaf forest biome,ENVO:01000228,http://purl.obolibrary.org/obo/ENVO_01000228,99.99,meter,2.53,KCl extraction,16.92791037,isotope spectrometer for total N,284.1476564,isotope spectrometer for total C,2500,2 g,2,gram,natural,2011,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Colombia:Varillal:El Zafire,Colombia,Varillal,El Zafire,South America,South America,Colombia,Republic of Colombia,CO,http://www.geonames.org/3686110/republic-of-colombia.html,3686110,-73.9158,-73.9158,0,Colombia Varillal,0.001,Yes,Yes,-3.8946256,-73.3531852
MDDBSRS000119,SAMN02864339,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864339,AV104,soil,SRS651156,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651156,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651156&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,tropical moist broadleaf forest biome,ENVO:01000228,http://purl.obolibrary.org/obo/ENVO_01000228,99.99,meter,2.51,KCl extraction,7.06136005,isotope spectrometer for total N,161.8649227,isotope spectrometer for total C,2500,2 g,2,gram,natural,2011,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Colombia:Villa Azul:Sabana,Colombia,Villa Azul,Sabana,South America,South America,Colombia,Republic of Colombia,CO,http://www.geonames.org/3686110/republic-of-colombia.html,3686110,-72.4056,-72.4056,0,Colombia Villa Azul,0.001,Yes,Yes,11.0196741,-74.8645721
MDDBSRS000120,SAMN02864582,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864582,S114,soil,SRS651399,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651399,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651399&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,subpolar coniferous forest biome,ENVO:01000250,http://purl.obolibrary.org/obo/ENVO_01000250,99.99,meter,2.93,KCl extraction,7.91379061,isotope spectrometer for total N,200,isotope spectrometer for total C,2500,2 g,2,gram,natural,2011,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Czech Republic:Sumava NP,Czech Republic,Sumava NP,,Europe,Eastern Europe,Czech Republic,Czechia,CZ,http://www.geonames.org/3077311/czechia.html,3077311,49.01738 N 13.47508 E,49.01738,13.47508,Czech Republic Sumava NP,0.001,Yes,Yes,48.9720274,13.6331349
MDDBSRS000121,SAMN02864583,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864583,S115,soil,SRS651400,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651400,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651400&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,temperate broadleaf forest biome,ENVO:01000202,http://purl.obolibrary.org/obo/ENVO_01000202,99.99,meter,2.64,KCl extraction,11.45647407,isotope spectrometer for total N,267.5918672,isotope spectrometer for total C,2500,2 g,2,gram,natural,2011,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Czech Republic:Sumava NP,Czech Republic,Sumava NP,,Europe,Eastern Europe,Czech Republic,Czechia,CZ,http://www.geonames.org/3077311/czechia.html,3077311,49.12015 N 13.24233 E,49.12015,13.24233,Czech Republic Sumava NP,0.001,Yes,Yes,48.9720274,13.6331349
MDDBSRS000122,SAMN02864647,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864647,S190,soil,SRS651463,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651463,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651463&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,tropical dry broadleaf forest biome,ENVO:01000227,http://purl.obolibrary.org/obo/ENVO_01000227,99.99,meter,5.06,KCl extraction,2.315327,isotope spectrometer for total N,32.31582897,isotope spectrometer for total C,2500,2 g,2,gram,natural,2012,2012,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Democratic Republic of Congo:Kiziba,Democratic Republic of Congo,Kiziba,,Africa,Central Africa,Democratic Republic of Congo,Democratic Republic of the Congo,CD,http://www.geonames.org/203312/democratic-republic-of-the-congo.html,203312,11.4795 S 27.6624 E,-11.4795,27.6624,Democratic Republic of Congo,0.001,No,No,-11.4795,27.6624
MDDBSRS000123,SAMN02864648,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864648,S191,soil,SRS651465,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651465,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651465&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,tropical dry broadleaf forest biome,ENVO:01000227,http://purl.obolibrary.org/obo/ENVO_01000227,99.99,meter,4.22,KCl extraction,0.89579094,isotope spectrometer for total N,11.97395536,isotope spectrometer for total C,2500,2 g,2,gram,natural,2012,2012,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Democratic Republic of Congo:Kiziba,Democratic Republic of Congo,Kiziba,,Africa,Central Africa,Democratic Republic of Congo,Democratic Republic of the Congo,CD,http://www.geonames.org/203312/democratic-republic-of-the-congo.html,203312,11.4829 S 27.67425 E,-11.4829,27.67425,Democratic Republic of Congo,0.001,No,No,-11.4829,27.67425
